Rad_kpc,Vobs_km/s,errV_km/s,Vgas_km/s,Vdisk_km/s,Vbul_km/s,SBdisk_L/pc^2,SBbul_L/pc^2,galaxy,Inc_deg,e_Inc_deg,D_Mpc,e_D_Mpc,log_Mstar,upsilon_disk,upsilon_bulge,c_dm,d_kpc,gamma_true,z_Mstar
16.02,148.77402770872766,6.777165042909343,37.49,172.9,68.33,12.42,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
16.32,133.55531970499325,6.744103823679551,38.3,171.46,67.7,11.67,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
16.53,130.54248090277753,6.726568758504865,39.11,170.51,67.27,11.18,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
16.84,124.905922668511,6.6985290107075075,39.92,169.21,66.64,10.5,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
16.94,134.1303474698224,6.692561014493404,40.33,168.81,66.45,10.27,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
19.4,139.43888862183897,6.491827013804358,47.22,157.9,62.09,4.85,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
21.77,132.91371581442613,6.341425652346857,52.28,148.59,58.61,2.49,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
24.23,117.36499974570565,6.1583356931990005,54.82,138.99,55.56,0.86,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
26.69,114.61144971122938,5.98661253532448,55.53,130.82,52.94,0.4,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
29.06,113.31157786776583,5.812093407298399,54.01,124.32,50.73,0.19,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
31.52,114.54520236838277,5.64477080150506,51.78,118.54,48.71,0.09,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
36.34,106.3936014130888,5.3748560388450475,47.22,109.34,45.37,0.02,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
40.04,104.86031636939028,5.18739297397785,42.76,103.66,43.22,0.0,0.0,UGC03205,67.0,4.0,50.0,10.0,1.7545088726579532,0.437553134446739,0.6047810731160216,11840.33185862963,32.26750896911639,0.3181051618102894,0.9094741909485529
0.26,6.9149903308713645,0.3472072610824512,-0.5,5.06,0.0,34.28,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
0.44,10.453437404049915,0.5098362116868043,-0.86,8.17,0.0,31.74,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
0.77,16.68383432310999,0.7628333906709067,-1.55,13.14,0.0,26.03,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
0.89,17.300763984471978,0.8401703219689681,-1.78,14.55,0.0,23.16,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
1.22,20.373665754535068,1.0158485346374313,-2.43,17.29,0.0,17.48,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
1.55,20.94465643475742,1.143649235463284,-2.98,18.37,0.0,11.3,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
1.8,24.824551425989274,1.2176085775174252,-3.18,18.25,0.0,10.51,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
2.21,24.415792981911938,1.352426635873269,-3.53,19.06,0.0,10.14,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
2.31,25.769299265485778,1.3861194402113615,-3.66,19.39,0.0,9.91,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
2.54,30.466146729536742,1.4608810231963218,-4.08,20.16,0.0,9.2,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
3.1,33.817120745385296,1.6331853978847903,-5.16,22.16,0.0,8.56,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
3.43,34.560262732346544,1.7410658198718807,-4.94,23.71,0.0,7.6,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
3.86,34.1692003193661,1.8681914197804472,-3.07,24.94,0.0,6.05,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
4.09,37.88735688951733,1.9302068164040798,1.31,25.34,0.0,5.43,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
4.37,38.71637821612504,2.00382246531171,4.42,25.74,0.0,4.75,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
4.76,43.36501194407197,2.1013396613143764,7.13,26.09,0.0,3.9,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
5.4,50.17720547062315,2.254372043794826,11.25,26.17,0.0,2.77,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
5.86,47.64369802671677,2.3566237246105746,13.88,25.92,0.0,2.15,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
6.08,46.156648019145244,2.4014044619629473,14.94,25.73,0.0,1.92,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
6.43,46.56536077547141,2.4730071542143945,16.72,25.39,0.0,1.61,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
6.97,51.54702656452788,2.584600393232984,19.67,24.74,0.0,1.25,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
7.96,54.88705362071245,2.768828179845891,24.09,23.76,0.0,0.92,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
10.29,58.61717064763004,3.10991485965086,31.66,22.09,0.0,0.37,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
15.49,69.8176186146672,3.47068928723185,39.34,17.78,0.0,0.0,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
16.26,65.69592212064633,3.485363717489568,39.55,17.09,0.0,0.0,0.0,F583-1,63.0,5.0,35.4,8.85,-0.30715308072277,0.5353575627592911,0.6534625171596506,11719.952006024901,9.71573091414948,0.6960352257828778,-0.9801761289143891
1.7,268.8367515816749,13.104705554873192,0.0,92.31,265.84,879.93,1173.44,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
3.41,253.39525081918222,12.753983153190003,0.0,152.76,236.42,657.78,159.82,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
6.82,238.40761428928133,12.156714577196128,0.0,220.93,175.44,363.12,0.01,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
13.67,225.65956699951224,11.477607384924555,0.0,244.9,123.9,125.25,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
19.49,203.58585218512314,10.88677820458808,0.0,240.52,103.77,61.48,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
23.36,199.56306147478543,10.754558934266898,28.79,238.85,94.78,47.36,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
27.24,218.74431282848866,10.519428749076525,40.2,232.97,87.77,30.75,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
31.22,201.09708714552994,10.151924728578008,45.05,223.71,81.99,18.49,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
35.1,198.78487789899606,9.832840344563117,50.3,214.74,77.32,13.99,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
38.97,202.5624125294525,9.645043607534605,59.7,206.96,73.38,9.86,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
42.85,172.5862097612269,9.448046290046094,67.17,198.69,69.98,6.64,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
46.73,174.00747671273965,9.055404589080402,65.05,189.07,67.02,5.23,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
50.71,181.31415426210017,8.986921687737395,71.21,184.25,64.33,4.79,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
54.58,183.7388995357189,9.01030038639611,79.19,180.41,62.01,3.46,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
58.46,174.874175654434,8.91172803017685,83.33,174.83,59.92,1.94,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
62.34,182.7005980170335,8.687956671792309,83.33,168.07,58.02,1.38,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
66.21,171.8429440647414,8.502700941018457,82.83,162.78,56.3,1.0,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
70.19,158.36912154840687,8.429889973741439,85.86,158.17,54.68,0.71,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
74.07,157.86099626437283,8.278307238420805,86.26,152.97,53.23,0.0,0.0,UGC02885,64.0,4.0,80.6,8.06,2.3048404505210276,0.6459229737495221,0.8940526619637056,7594.77481865302,51.34612687866362,0.21722206209218603,1.4138896895390698
5.49,179.36945340610376,8.708089038592648,0.0,186.83,108.11,258.72,6.53,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
6.17,191.0081312997811,8.949307116972674,10.14,197.4,102.7,211.17,3.26,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
6.92,177.96115324088493,9.072106423438255,19.07,203.18,97.43,152.63,1.51,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
7.69,179.45752610235482,9.107534028783093,24.03,205.95,92.74,114.26,0.69,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
8.36,170.8188624628212,9.050704641406247,26.62,205.73,88.92,79.51,0.35,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
9.12,200.6401078848838,8.90272595743439,28.67,202.75,85.21,49.71,0.16,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
9.88,170.665606880618,8.608802886134375,29.74,195.44,81.9,20.91,0.07,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
10.56,177.5784474171611,8.225972177418345,29.63,185.44,79.23,9.67,0.04,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
11.31,151.9833138708914,7.853335947392343,29.42,175.66,76.58,4.66,0.02,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
12.08,151.81799197806347,7.529219781585526,29.85,166.96,74.1,2.88,0.01,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
12.77,133.52595613823962,7.285095970141898,30.5,160.29,72.07,1.8,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
13.47,138.92323189348082,7.081729677165715,31.57,154.56,70.18,1.31,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
14.17,144.80461481101057,6.900796136969923,32.44,149.44,68.41,0.82,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
14.98,125.84386282229208,6.712296950946976,32.98,144.15,66.54,0.43,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
15.68,138.1320141138054,6.5551690640797915,32.44,140.03,65.04,0.22,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
16.37,130.3209939896325,6.407998724786292,31.79,136.17,63.66,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
17.19,118.45828198148608,6.2491018836628385,30.82,132.07,62.12,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
17.88,119.40261021275117,6.1237123817209,29.63,128.95,60.91,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
18.58,117.41315295163501,6.008574155620991,28.56,126.05,59.75,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
19.39,117.56209020997039,5.892694627330658,27.91,122.95,58.49,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
20.09,112.87846762729332,5.799388745466678,27.26,120.47,57.46,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
20.79,109.48046735517609,5.710223300112569,26.4,118.15,56.49,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
21.48,110.93452806088077,5.632506006236056,25.97,116.0,55.57,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
22.3,105.37812026471244,5.554077260550691,26.08,113.61,54.54,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
22.99,102.82877516779664,5.495786922069477,26.4,111.72,53.72,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
23.69,108.65207735321728,5.445721653359516,27.16,109.89,52.92,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
24.39,113.02977543444155,5.412558358280297,28.88,108.16,52.15,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
25.2,99.19972342508376,5.370674015055972,30.17,106.26,51.31,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
25.9,106.41366233092327,5.319749992110027,29.96,104.71,50.61,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
26.59,101.97877266142264,5.270208878494858,29.63,103.24,49.95,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
27.41,99.15745875611003,5.212543597409205,29.1,101.58,49.19,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
28.1,107.68080285710624,5.163695533100213,28.45,100.24,48.59,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
28.8,99.73336771115663,5.119301734976537,28.02,98.94,47.99,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
29.61,109.027010894792,5.0714243618916734,27.59,97.5,47.33,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
30.31,96.81378728599466,5.037095637244395,27.59,96.31,46.78,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
31.01,101.63632042870628,4.985471291763762,26.19,95.16,46.25,0.0,0.0,NGC4013,89.0,1.0,18.0,2.5,1.5971135438928041,0.6018899757650651,0.7788990706538742,8128.256123898649,24.671477865596234,0.34695781952735916,0.7652109023632042
0.58,23.075560690971162,1.119998293497609,1.43,21.96,0.0,135.84,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
1.17,35.63568458294567,1.7860073781880432,3.24,34.79,0.0,96.51,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
1.75,42.31382366401156,2.2371477529857273,-0.61,43.08,0.0,71.26,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
2.33,50.96399032878164,2.561270865380642,-3.66,48.67,0.0,55.55,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
2.91,57.07071019308367,2.8461419203572262,9.71,52.39,0.0,42.67,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
3.5,64.43677591269041,3.074499120211374,13.91,55.75,0.0,35.03,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
4.07,62.59189132926736,3.2781383247366946,18.68,58.69,0.0,28.37,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
4.65,69.53995722749676,3.483848824528547,24.75,61.08,0.0,21.05,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
5.23,65.51162528652603,3.5841553034706686,27.13,61.82,0.0,14.07,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
5.82,74.87725714647267,3.6257551416588907,28.72,60.87,0.0,9.18,0.0,UGC07323,47.0,3.0,8.0,2.4,0.3127061455978901,0.4745059949151223,0.5884314264402981,9148.432732235437,3.155056999584318,0.5824067831212573,-0.41203391560628616
0.67,40.48416792165567,1.9181641344949059,-1.86,59.04,0.0,523.98,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
1.32,46.92495982295959,2.539840604036373,-3.8,76.34,0.0,311.22,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
1.97,56.87459331097254,3.007333985200959,-4.48,88.63,0.0,232.08,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
2.62,64.78132272958204,3.364088252964908,7.23,96.45,0.0,182.74,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
3.28,70.92747741752517,3.758642580340925,12.91,105.73,0.0,154.57,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
3.93,83.35164373661198,4.0899893850466436,15.03,114.11,0.0,115.04,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
4.58,81.37134912095529,4.23971796927594,16.47,116.44,0.0,74.83,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
5.22,82.9226986049166,4.301307777626241,19.07,115.33,0.0,58.17,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
5.9,89.8447521675054,4.364933154674809,21.96,114.16,0.0,42.87,0.0,NGC4559,67.0,1.0,9.0,2.7,0.9862565435988309,0.3897819346602416,0.4618086761672484,9040.559406841348,5.498485723512033,0.4589360343945625,0.20531982802718754
